Id,Predicted
1,-19.34536264855418
2,-114.34382698856574
3,-4072.7068540848663
4,-154.90623243374586
5,-29.70369211561299
6,21.985582700816785
7,-85.9616146517589
8,-133.3033834668073
9,965.6930107711235
10,-68.63157740839786
11,-17.96060342960389
12,-146.3750294861952
13,-1462.1336231725422
14,-149.9238259229697
15,-7015.392871778184
16,-19.028130429716978
17,-350.98079918148755
18,-167.3763309628183
19,-2378.983284816024
20,-8895.896050000001
21,-6395.462633904562
22,-7708.912818668779
23,-43.38915603545723
24,-74.73501408072802
25,-15.477498628810329
26,-351.8620378439034
27,-133.60930929191306
28,-67.33393540279637
29,-2364.5896917825853
30,-166.02491538077226
31,-24577.48222324871
32,-141.39269252890617
33,-293.65647062920806
34,-37.77762669245137
35,1.9848007509061476
36,-357.9452637178336
37,-105.23404267871531
38,-2398.971407167262
39,-232.35897081846363
40,-1707.6125096965477
41,-8.406277214381873
42,-6831.486247109394
43,-168.3338081527108
44,-1740.509246770148
45,-423.8448360474166
46,-6243.371406937469
47,-336.85700256328744
48,-6794.653763248183
49,-284.7921005762082
50,-7295.000950198536
51,-101.04711303447952
52,80.33840437170306
53,-129.1931131622733
54,-5.031566484829523
55,-67.47391199364664
56,-9593.256180746723
57,111.97110127658068
58,25.351268187564933
59,-18.59632716809203
60,-399.82244610195704
61,-8981.925986574672
62,-2848.670603230881
63,12.61471722432657
64,-1784.3538651601175
65,695.0989353618879
66,-64.32475685364642
67,-32.206409579915906
68,-27.991338415457815
69,8.385224776009242
70,-27033.313074790698
71,-7356.400234978772
72,-188.3725933830554
73,-62.27673363719569
74,-118.75025735249363
75,-128.66360297033816
76,-2.099264004492582
77,-2.340862620808272
78,250.87474108766241
79,36.35153327201313
80,-56.59314190043088
81,-34.09908107036976
82,56.73854751686359
83,-21.678735180727358
84,-42.22606189950809
85,43.895295927822175
86,-23583.40679680265
87,47.350606154101335
88,-9.232050809347141
89,-75.84238639381432
90,-179.03656623566357
91,369.46701725853325
92,-22880.983113898033
93,-24.181329877684963
94,-4722.044850319573
95,-11.499736813920046
96,-186.96597624630542
97,-1044.497438430554
98,-72.05229182706245
99,-29.657494748559664
100,-326.6060374431618
101,-105.41578358895354
102,-426.1684161301677
103,-117.20478803588803
104,-46.49673891733431
105,-16.900281155587724
106,-117.47587657934925
107,-10904.209945100178
108,-125.45665280399189
109,-152.8404910644565
110,-1903.5163759272675
111,-26.034776433865503
112,-193.6875613505869
113,-27.63845251674089
114,-41.85641033418629
115,45.458769697808606
116,-136.0564789242273
117,-41.39558318582622
118,-396.24952796832395
119,-4734.51530974128
120,-51.29030169503062
121,-4994.978283842886
122,-21038.687131779483
123,-41.01171250209614
124,-10434.290378953212
125,-75.79720169796623
126,-4.118139312741582
127,-1009.9684552893891
128,-9955.961202353965
129,-2644.200161956243
130,-196.51503095259272
131,-12437.358964125542
132,597.3664586805182
133,-1961.10782805045
134,509.0957332468372
135,-766.9244298638246
136,-8812.636625456864
137,-157.91768408325024
138,-132.0026504187982
139,-9166.769779958138
140,-118.35605676686431
141,-323.31294159742674
142,-1209.6178598365489
143,-15.924278167611336
144,-2039.8600779014437
145,-2.5835301981680314
146,-91.86026528767268
147,-6787.311836463062
148,-1922.699060653756
149,-134.2163365025577
150,-20440.459416666694
151,808.7777021120486
152,-80.99357171720466
153,-126.35922307679832
154,-1245.3823436507869
155,-0.3096653963231566
156,-1312.2020358707528
157,-14812.993005111028
158,123.23912526915571
159,-9.380933718919833
160,-277.80065250631674
161,-2349.9585392785616
162,-7174.75966263139
163,3.8217701943129874
164,-95.84910939494623
165,-11754.675757392875
166,1.2630480992935607
167,181.03332697115502
168,-103.12932856665272
169,-19.506330078389315
170,28.896556017452696
171,-54.39832096554986
172,-43.30235547424753
173,-4364.97021986262
174,-43.63727225682091
175,-75.77534592356712
176,-40.006894555224754
177,-108.56978831322178
178,-4986.417903068985
179,-430.85450628948036
180,-1860.7908700782448
181,-105.37325910628367
182,-47.22034519219084
183,-79.8223092900841
184,-35.61863554680594
185,-34.66286528508855
186,-230.09871779105669
187,18.25909597719733
188,31.54687934660778
189,-39.73818770265564
190,-42.33287459771321
191,-8370.692318012689
192,-5.137628835103319
193,-1874.421119555638
194,-61.83414228147487
195,-646.733475889892
196,-4760.723200432987
197,-26.988873834852253
198,-2.233737551636967
199,-3085.649260349747
200,-1986.545474648505
201,-7.218636657601224
202,-116.57366420858752
203,-33232.28043292469
204,-76.74033774929241
205,-9648.051479508196
206,-97.51113154418316
207,-74.95040586999286
208,-61.035181816809846
209,-59.80411329844596
210,-37.14491238640625
211,-112.48485648963211
212,-30.879011991859375
213,-26053.334329687434
214,-7492.807276768924
215,-48.124309395781644
216,-8.063599246797853
217,-226.0492502328885
218,-29.833484906842955
219,-11.302201569669535
220,-16.71895411546181
221,-178.7744641483695
222,-13270.91829464314
223,-27989.351934324448
224,-114.74749424427594
225,-173.63969364520304
226,-71.90531980557482
227,-67.55388552647095
228,145.25088874631822
229,12.16133750970517
230,-392.1633896173437
231,-93.76987174971113
232,-4569.104238206836
233,14.206827630472432
234,-131.0209143356922
235,-4152.451453652615
236,-9522.342891781886
237,-22.479261196253717
238,-4623.589958801751
239,-216.77237323343698
240,-145.68808168966194
241,-45.469579963210606
242,-3621.1797060595723
243,-16055.142147407643
244,-853.8572655532059
245,-7.415312513224647
246,-133.82343253024885
247,-68.53912116126237
248,-39.50884689881685
249,-45.87106244244052
250,-952.336350678471
251,-310.53896563773174
252,-18.344403688638746
253,-4477.483227176015
254,-1916.002009653229
255,-102.95050290266616
256,-8229.991803716715
257,-66.99080759913714
258,-77.73160720067861
259,-79.3165226053073
260,-118.4082535233895
261,-3927.8673001369107
262,-9.317003918241056
263,-45.552045198706956
264,-83.1471890765492
265,-9069.010687351083
266,-7620.835218653421
267,-10402.090775600172
268,-59.6515243473633
269,-174.5136203590005
270,-8758.377879999984
271,-35.808101677923695
272,-1037.0742234931336
273,337.01879255165557
274,-61.2814137914776
275,-31.82767236143302
276,-5885.258264722866
277,-28.758580318400394
278,-4.814609663383323
279,-29.13428331625903
280,-91.90718964481603
281,-15.75301079095179
282,-7286.342885065711
283,177.57943227110127
284,-5197.885847577264
285,-8404.00117333333
286,-3568.398975060512
287,-72.41819807793763
288,-194.49865219387976
289,1.2821170245382487
290,-104.24551893800124
291,-16.611555274382997
292,-8.3138315135472
293,-45.90058511128432
294,-22.614692462362893
295,-43.11011511819848
296,-276.8321220273169
297,-41.46453443456305
298,-144.52562909605032
299,-72.2399664887557
300,-164.82444460960232
301,-38.26150578359345
302,-60.123028855624185
303,-47.7144765375512
304,-12930.58189717663
305,-332.9871742500524
306,-114.70138158120992
307,-6570.97202272066
308,6.117765885028088
309,217.28411636017452
310,-519.0627342510026
311,-54.6788761272547
312,45.95890542440624
313,-6502.081423956681
314,-3.325603434302896
315,-73.0793194297571
316,-83.98748999778421
317,-9.49486228611889
318,-133.18373631814907
319,-96.62172016276847
320,-73.79557270754509
321,-85.46234893979191
322,-1317.7043037319677
323,-1275.3628827884672
324,-1711.143853025762
325,-238.02999668185916
326,-13.282356756947806
327,-25.395859797588983
328,-1798.3323025687273
329,-75.22650473335122
330,-19663.578580107587
331,-11228.653586029264
332,-34.6962043278778
333,-583.1792988375529
334,-38.394217195854786
335,-43.9414289119897
336,-6960.684332945454
337,-9.225548952968612
338,-226.39534708069164
339,-10659.965239999987
340,-111.5114328234167
341,-6727.957392465372
342,-711.1708721004522
343,282.0998296665438
344,-152.12198210492625
345,-73.70213224021177
346,-5950.445825067432
347,-111.88301780755998
348,-28.776328922240644
349,-5645.4999249210605
350,28.66073183326574
351,-23.58483404837865
352,25.18330972636025
353,-542.870401218303
354,-19.458474032828196
355,-486.0638953312378
356,-2966.1767606619323
357,-19.473580992423518
358,-100.55526585521854
359,-36.68753603409427
360,-63.25683536471025
361,-1348.4893463552987
362,-12.738882178486085
363,-106.25076394344137
364,-63.024999430159625
365,-1554.0487933795239
366,-9099.592132227232
367,-8.102964635023376
368,-6607.952641625449
369,-80.68775431651912
370,-43.84134440394707
371,-32.724562244942945
372,-42.90495043216925
373,-12.802995891242267
374,-6368.015947088676
375,-64.18294542780903
376,-27.357209148497923
377,-361.924066266232
378,-3754.9035751257047
379,-5276.662362366722
380,-61.818649785474804
381,-48.48477354673534
382,-28.978725169363244
383,-502.0450032544433
384,-146.98415815395452
385,-52.65100540194139
386,-7128.800526323084
387,-4287.551281333156
388,-44.19608883056565
389,-31.861910345188097
390,257.8459671738434
391,-142.53863432270546
392,-4219.916935029547
393,-55.82635195796226
394,-13499.232162507946
395,-7091.911569779641
396,-64.58076774667019
397,-72.98776655133321
398,-11.325352476247524
399,-3525.4331942082954
400,-84.97899746572475
401,-121.8443574849442
402,-3.4127953537260516
403,-2.0300242442796113
404,-39.34843208824255
405,177.45179193970728
406,-40.40718015241699
407,-231.9280126686641
408,-50.597771761337405
409,-22.66057781593432
410,-37.322074135523565
411,-150.09463555574885
412,10.773850416532078
413,-11.436544818402746
414,-6605.449003626512
415,-28.054719422484563
416,-82.75659216351274
417,-99.2304314358798
418,-135.54415125485613
419,-121.5637512871191
420,-20.78805657578955
421,-126.97713588071854
422,-101.67653087847364
423,-3218.517029656336
424,-84.0231827314925
