Id,Predicted
1,-2.977129757049457
2,0.47274714870444634
3,-5163.688438000016
4,-2.771095331994974
5,2.579102379992147
6,1.3811321865845436
7,-0.3728995580247918
8,6.130044016398573
9,4687.290282355684
10,-4.958185507719488
11,0.31716175462726237
12,-9.158963709350834
13,-1431.084805923553
14,3.2357816053333943
15,-7282.388977999986
16,0.0029084617525678472
17,-280.1727073617341
18,4.261344761894512
19,-2821.2875499999936
20,-9135.881320000008
21,-2571.617620000003
22,-7618.716584904773
23,-0.6090607625169635
24,-2.436242372977402
25,2.658323281656769
26,-7.701770440886283
27,0.9386069493717648
28,-0.451275898360649
29,-2458.0308600000026
30,0.8135458344852463
31,-25145.69950999998
32,-4.955470064330914
33,1.1429391048729056
34,-0.06870845949799619
35,0.04812712550811663
36,1.6287863673898921
37,-2.1736428786764077
38,4.145075253162572
39,-35.42429051130384
40,-2059.9102100000027
41,3.7898259101244216
42,-7476.141026999997
43,-2.3044390733536564
44,-1986.5365249999982
45,2.2970429975008386
46,-6700.89326190472
47,-0.24279532253117342
48,-7512.61638000002
49,2.9143638389292166
50,-6197.023029999986
51,8.266800842077103
52,-2.836571414378734
53,-4.79988189094806
54,-2.329464217858792
55,-0.12723550451674417
56,-8908.230390000004
57,173.89382044805268
58,1.7802249521659226
59,1.7461895900489972
60,1.9118505621138713
61,-8589.164023333326
62,-53.328416953123075
63,-0.6728888162155593
64,-2045.0438999999942
65,2940.914050000001
66,-5.960478893227359
67,-2.2799888316508583
68,0.4353513738216402
69,1.7253124571402225
70,-29705.700331666678
71,-7570.404720000009
72,-6.6683494069340945
73,-2.707100096793495
74,2.4044757660971365
75,-0.5660605043560516
76,2.061273473890252
77,-0.3899392885692034
78,556.9859454960388
79,2.7270503998858624
80,-4.456588571180061
81,-0.6363183493489256
82,-3.4338281353431865
83,1.8548615779216064
84,-0.10662809364893978
85,0.8469111462405357
86,-24097.285400000055
87,-1.8989184023435621
88,2.1545188175405334
89,-3.2884508074331227
90,2.5985964088734876
91,1123.0694354081268
92,-25468.330765000035
93,0.6025980338607548
94,-5421.9350700000105
95,-2.1505560051608055
96,36.00365626520576
97,-1048.4176500000026
98,-1.157175582002373
99,2.0691370704445804
100,-25.64015570955181
101,-0.7234563877146568
102,-531.204800000001
103,2.974898553419516
104,1.0222595631326294
105,-0.28298005238968754
106,-0.5317001357611141
107,-10812.423430000019
108,0.08783123262285458
109,0.04744933359358533
110,-1565.466316142854
111,-0.4990724726415853
112,0.02547791534736533
113,0.27959041692458336
114,0.565780479368718
115,0.6775446282085044
116,4.153696312251692
117,-1.3070056099837701
118,0.8162701537426528
119,-4980.5571799999925
120,0.6680159467258684
121,-5017.7038497142885
122,-22256.656376666768
123,-0.1870991407063795
124,-9908.996690000009
125,-1.736816150196447
126,-1.584833193056433
127,-1127.683471393058
128,-9334.595844999998
129,-2819.644443333334
130,0.546820902171386
131,-12292.105160000017
132,2605.757480199283
133,-2469.1854813004784
134,1259.265085702423
135,-1009.9929666666703
136,-8135.513674666686
137,2.581418008459869
138,0.4372663284144588
139,-8435.581233333332
140,-4.467793921041021
141,-1.478464586917706
142,-1236.73734
143,-0.7531621442381808
144,-2166.610933389541
145,18.31712919212139
146,-1.0981381850554808
147,-7110.1239399999995
148,-1879.5186997366536
149,-0.96687849525559
150,-21059.566290000083
151,4347.680969243143
152,3.607370343989229
153,4.851653869003384
154,-1007.2733279999991
155,-1.6629428565098199
156,-0.020196915764987305
157,-14251.475700000039
158,941.9020998059423
159,1.8001137124157323
160,-13.326191869217194
161,-2678.4363399999966
162,-8030.894066666652
163,-3.233059068660795
164,0.21815167319739004
165,-12171.753520000002
166,-1.5558528770108804
167,2.5739484940429094
168,414.15123431136385
169,3.7173373372463936
170,-1.0838578418787432
171,1.6899429714791983
172,6.430615698216358
173,-4764.255870000003
174,-0.020570043847939288
175,-6.3936690571678
176,-1.2681353379470623
177,-0.7335977561735737
178,-5311.825399999976
179,-1.769516306075155
180,-2040.6349099999945
181,10.123925874367163
182,2.8408370941803933
183,0.1440534005647095
184,0.31410135820868457
185,0.30242219096159245
186,-147.88576999999987
187,-0.14391705656741674
188,4.838281970591517
189,-1.4459043586775724
190,-6.547963010376827
191,-7350.665199999986
192,-0.8358238827974823
193,-2019.1772899999987
194,-0.4038215921803729
195,-613.0770503500606
196,-5032.110810000016
197,-2.1925008234263044
198,0.13516230242403396
199,-3451.7481478400787
200,-2109.967935476181
201,-1.2692946877476834
202,5.335279849410108
203,-34885.94593620638
204,-1.2804003621399234
205,-10056.018253333335
206,-0.1299715621203121
207,-2.2030011933308047
208,-19.232520319288554
209,-2.1016265057448313
210,-6.611915247417991
211,-17.098908449309544
212,-4.498577408841147
213,-26464.14477000005
214,-7636.262116666683
215,-0.26392746340924966
216,-2.2108287750681574
217,2.9491747354412903
218,-0.7209079640091903
219,3.010117121237428
220,3.626938063402217
221,12.103862584399648
222,-13697.35899000008
223,-29018.689711666677
224,1.5083365652015501
225,3.3557749975524658
226,4.559651033422832
227,0.30718831152849874
228,902.0569824137436
229,-1.8247762778710648
230,4.831277274989866
231,0.45358953162071985
232,-4492.104200952393
233,-3.0719774266295534
234,-1.4079706748412475
235,-4320.041449999988
236,-9838.531827499977
237,1.0943762448144878
238,-4610.635259333312
239,0.712248385709084
240,0.8287204540033912
241,-12.04208602357155
242,-3407.664905593605
243,-16919.920680000087
244,-1143.377586806212
245,-1.9639480374427993
246,0.7155389481651224
247,-0.9917505813235796
248,21.84579598345079
249,1.4639892246937714
250,-861.9543399999976
251,-335.14704873245745
252,1.9726159297983255
253,-4765.127250000011
254,-2170.9642149999945
255,-2.252690198269091
256,-8249.951143333345
257,0.5609947812678238
258,-8.286763606367039
259,-6.601551869347878
260,2.2287229000689304
261,-3934.6661854586487
262,-0.6521756692257542
263,0.1514878548110346
264,0.7689982241480147
265,-9929.410844166656
266,-8413.3385887143
267,-9827.250295000003
268,-1.4617723214108362
269,2.077340565830507
270,-9395.16579666663
271,0.9584898444509671
272,409.9363200000014
273,1013.8128369794641
274,-0.7946992531777423
275,0.3342740003043395
276,-6025.520093333335
277,0.45220226698545485
278,0.7965151163013326
279,1.9838043178748161
280,1470.331356661923
281,122.1580162377976
282,-7601.726445000001
283,2.2986744926974767
284,-4655.40134
285,-8665.150575000003
286,-4030.5356350000106
287,-0.13280339368343272
288,2.773165548908723
289,0.4712291320632739
290,11.68741689294911
291,0.7431277798200622
292,0.8189921775497796
293,-0.15094524007859042
294,-1.282241459917324
295,0.055899739420813714
296,18.797396976745326
297,1.7326341784973125
298,-0.7531144059148831
299,-5.829526404050437
300,15.363263780582253
301,-1.7397960947905293
302,-1.4689444924585264
303,1.6573020030652228
304,-13365.50320000002
305,-2.1151106191694335
306,-0.8083386878282306
307,-6402.566144999993
308,-1.8630491931477664
309,2.6816470671781767
310,1.9854422283543691
311,0.456589377841818
312,-1.6121384637243972
313,-7174.817001190467
314,-1.921680790643861
315,-2.148202042489248
316,-1.921919412484452
317,0.635463109076134
318,-1.2583528453991024
319,-2.1113449851208452
320,-0.8825618036660877
321,-2.806939060196309
322,-0.8498221927439216
323,-16.658134840157388
324,-1921.2065995411517
325,638.928396447808
326,-0.9947554348115383
327,7.176633795726264
328,-1866.0437599999955
329,-1.1107606752230503
330,-19013.075318666688
331,-11183.320677333344
332,1.7699452424719095
333,-2.2958975405667714
334,-1.670644522410135
335,-0.8502260243328457
336,-7614.739265
337,1.3664197444298518
338,-2.5440000493158577
339,-10434.993200000003
340,-19.770630375082643
341,-5065.384549999997
342,-524.3609626666665
343,853.2317653874267
344,0.09446748661353765
345,-0.16331993411384593
346,-5736.177779333334
347,0.3972161388124058
348,0.8109478106916767
349,-5540.862806666668
350,-0.4343940143193074
351,1.6396507596177818
352,1.806383333101234
353,12.547433372381597
354,-1.2356100883091272
355,-560.2520399999996
356,-3042.2300766666804
357,-2.926970981749013
358,2.8140489306343754
359,-2.0917786212572875
360,-1.411229174716125
361,-1650.4940848704666
362,-0.1837538151351057
363,-3.23459217657705
364,0.80403826702692
365,-1663.5625899999955
366,-9313.489054166663
367,12.371943217868848
368,-6579.099153333336
369,-0.8520488463592756
370,-1.1317293691728971
371,-1.8409368947901812
372,-2.011805878336622
373,1.1089328438735688
374,-7178.867940761897
375,0.27640882499868263
376,-6.119272895385841
377,-9.083581234921942
378,-3792.0543533333475
379,-5890.196650000015
380,-0.5967866644371018
381,-1.5064057797533692
382,0.7740956491729645
383,18.55871931989508
384,-20.3256816113932
385,-0.6993427374187074
386,-7289.876300000006
387,-4788.594689999995
388,2.1709308419501263
389,1.1053752976436333
390,-0.17408573399244132
391,-0.1588077538778262
392,-4454.871339999988
393,9.302184208592372
394,-14871.674755238055
395,-7217.600472000016
396,0.10372749812319779
397,62.67404000000017
398,0.010047694717454403
399,-3807.747736666636
400,-0.2734006594156945
401,-8.634148926303398
402,1.2663102858292279
403,-0.029556315253558403
404,-3.143795142109024
405,-2.1505048347982596
406,-2.7928344174800945
407,-1.8713070415127788
408,1.2626880130074976
409,1.4321963830140534
410,-4.236898326880983
411,2.9625246362655187
412,-0.030554673748498257
413,0.5366782521891165
414,-6596.83946
415,3.9553539565375697
416,2.3327158742724854
417,0.7037022448244669
418,2.6319994754544953
419,1.118726381719658
